Date,Close,High,Low,Open,Volume,Return,RSI,Volume Ratio,Volatility Ratio,Momentum Ratio,% MACD
12/07/2010,86.56554412841797,87.44477318534257,86.53469326344859,87.41392232037319,109000,0.0003565422280802,69.97379236788422,1.7145778441936372,0.1568970427481245,1.8818435668945312,0.0
12/08/2010,86.92029571533203,86.95114657159351,86.34956958499237,86.6889231196696,69050,0.0040980691623424,70.95839398009315,1.058399754751686,0.1545326736396219,3.4243621826171875,0.03267055213882377
12/09/2010,87.24423217773438,87.41390307140239,86.88945613501112,87.41390307140239,54850,0.0037268219089272,67.43259546498619,0.8239137782117241,0.1545191956751474,2.668525695800781,0.08763034660417518
12/10/2010,87.76869201660156,87.83038785368717,87.32136336358077,87.52189101565907,73950,0.0060113984131209,68.68142987815298,1.070652960764442,0.1548534997065724,3.671173095703125,0.17763422311970506
12/13/2010,87.8149642944336,88.26229294199855,87.78411343416705,88.16974036119893,77050,0.0005272071027704,69.51695989302382,1.0859760394644116,0.1463459255560193,3.794593811035156,0.25008756625451073
12/14/2010,87.86125946044922,88.20061312344959,87.66073764522301,88.01551380008638,59650,0.0005271899429395,81.74618345893887,0.9350262559761736,0.1460752038601467,4.427009582519531,0.3080204315949697
12/15/2010,87.47562408447266,88.07720124110854,87.33679813415662,87.72242512012329,43600,-0.0043891400868224,73.54146001974024,0.6777289861267634,0.1322770375069307,2.1595230102539062,0.31471094280743966
12/16/2010,87.98466491699219,88.04636665423897,87.24426172263536,87.58360950908961,60600,0.005819230646791,81.38230511920706,0.928877988963826,0.1326078778673143,1.5579376220703125,0.36257057643241797
12/17/2010,88.10803985595703,88.18516406558722,87.78411464499028,87.9229405760046,59150,0.0014022322990174,82.75977190387798,0.8842545875845573,0.1247527619904605,1.4653549194335938,0.40698293821954373
12/20/2010,88.29313659667969,88.49365834574778,87.89208133014462,88.37026079895199,72600,0.0021007928564209,91.74595530538328,1.0444540353905911,0.1247482573492256,1.7584457397460938,0.4537410134893711
12/21/2010,88.83302307128906,88.92557565617788,88.52452033919317,88.58622206245239,76200,0.0061147048957559,89.12813401432275,1.0575621942333715,0.1250124682567966,2.2674789428710938,0.5336786397722384
12/22/2010,89.15694427490234,89.15694427490234,88.8792924169464,88.95641662544529,108250,0.0036464052715321,86.72887430641924,1.53884426753856,0.1088661583226066,2.2366485595703125,0.6189445272674674
12/23/2010,89.01813507080078,89.09525929378991,88.81761326786928,89.03356344591923,57400,-0.0015569084969261,82.67835598163072,0.8004462418072793,0.103912925298534,1.7739028930664062,0.6659174681728035
12/27/2010,89.08474731445312,89.1157335006194,88.63537077024631,88.68185596063385,71800,0.0007482996987002,85.50625997876979,0.9746496080361082,0.0995764435620766,1.3160552978515625,0.7008823853461082
12/28/2010,89.17774963378906,89.27072595900131,88.94531768746883,89.27072595900131,56650,0.0010439757886684,85.74512153805156,0.7634770889487871,0.098818842643204,1.3627853393554688,0.7284189294828456
12/29/2010,89.25519561767578,89.44114820282472,89.25519561767578,89.34817191025026,53600,0.0008684451469649,84.54879604780055,0.741534949676616,0.0920022240303651,1.3939361572265625,0.7484474948672957
12/30/2010,89.11575317382812,89.30170579870556,89.00728376488601,89.19323638976344,78900,-0.0015622893757911,79.32625014401685,1.0582081545064377,0.0594537532577984,1.6401290893554688,0.7431442946128758
12/31/2010,89.20870971679688,89.20870971679688,88.85230946480588,88.99177094698828,145750,0.0010430988872127,76.04989792423034,1.8492672714584788,0.0436047451110421,1.2240447998046875,0.7387292498492687
01/03/2011,90.04550170898438,90.38640895535728,89.79757077829673,89.82856288352514,119200,0.0093801602426937,81.32387742359774,1.577345507476512,0.0516150277410775,1.937461853027344,0.8008300017047196
01/04/2011,89.968017578125,90.30891888750358,89.48764885022622,90.30891888750358,108350,-0.0008604997405622,79.35464814106922,1.393031627667781,0.0513170441301632,1.6748809814453125,0.8332310029609041
01/05/2011,90.44837188720705,90.4948629927205,89.65809402714203,89.76656342144236,717750,0.0053391674287466,90.40717978610265,6.632476263081295,0.0523005060362928,1.615348815917983,0.8911664382530684
01/06/2011,90.29340362548828,90.58781966384336,90.04547277446882,90.52583547330404,72450,-0.0017133338996084,84.76997408707717,0.6684350132625995,0.053558349330847,1.1364593505859375,0.9125221213591709
01/07/2011,90.10746002197266,90.5413375481919,89.47213682523534,90.41736916290758,82250,-0.0020593265515481,79.61912124207078,0.7493793134865498,0.054878169889436,1.089324951171875,0.9024489141892288
01/10/2011,90.02998352050781,90.09196771775932,89.47214347865949,89.78205264264021,124500,-0.0008598233869421,76.59506808400508,1.1087856792982145,0.0529752255237377,0.9452362060546876,0.8774567008056117
01/11/2011,90.32442474365234,90.52586456092476,89.96802440024,90.38640895410832,131700,0.0032704795850313,74.63440358272184,1.145043145608277,0.0533531956568053,1.1466751098632812,0.8736154879558063
01/12/2011,91.13021850585938,91.20769582760832,90.72732697493971,90.89778062947182,107350,0.0089211059410998,78.0452232007186,0.9143757586082067,0.059469494258089,1.8750228881835935,0.930878674849037
01/13/2011,91.00624084472656,91.22317968810758,90.77380890302123,91.17669448199456,96050,-0.0013604451208996,78.43807103415759,0.8002499479275151,0.0561441470854278,1.8904876708984373,0.9540483201029323
01/14/2011,91.65703582763672,91.68802201500256,90.85125899994247,90.88225109844667,193400,0.0071511027910771,81.47674367257228,1.5268621955552046,0.0575320193990465,2.448326110839844,1.0175729472080512
01/18/2011,91.81201171875,91.87399593014506,91.45561136993804,91.62606499570455,194900,0.0016908237290667,81.73676328472041,1.4604447275247747,0.0574978422469123,1.766510009765625,1.0687350758717373
01/19/2011,90.89775848388672,91.81200484452248,90.66532066412842,91.76551964502652,111950,-0.0099578826097824,66.69611361347057,0.8266873430807857,0.0716063840737393,0.9297409057617188,1.01753972506299
01/20/2011,90.78929901123048,90.94425363393064,90.12298349356784,90.7118216998804,103450,-0.0011932029399325,67.14531849366944,0.756310200500795,0.0699921872664654,0.3409271240234375,0.9564778056096779
01/21/2011,90.99072265625,91.53306961515358,90.89774635852145,91.347122930835,117950,0.0022185835468848,67.83526091936852,0.8592711311854591,0.0694846009051346,0.6973190307617188,0.9151562844504716
01/24/2011,91.54855346679688,91.57953964977224,90.94421649830176,90.959715500927,455900,0.0061306339180784,65.85294951206029,2.9002655979133865,0.0710331938805374,1.4410934448242188,0.9205258325699242
01/25/2011,91.51759338378906,91.57957168255614,90.80478679214148,91.26966245530195,226550,-0.0003381821103163,66.5118280441616,1.3736130479597406,0.071272119070337,1.48760986328125,0.9114933567063148
01/26/2011,91.99793243408205,92.15289291876252,91.61054008908792,91.7655005737684,109250,0.0052485979201684,66.45362804075583,0.6520052518500835,0.0725774458335824,1.6735076904297017,0.9353239856707247
01/27/2011,92.1219253540039,92.27687996881092,91.7965171162254,91.9514717310324,297250,0.0013477794189638,69.52757209506763,1.6537546768293532,0.0725361123005973,0.9917068481445312,0.9538269717249169
01/28/2011,90.49484252929688,92.36981981951875,90.40186625043316,92.26135044974642,891400,-0.0176622754947263,53.42036551950208,4.045061091131859,0.099370856187172,-0.5113983154296875,0.8175370674622284
01/31/2011,91.1921844482422,91.26966767062288,90.6033521539006,90.82029098983064,140550,0.0077058747156728,58.87704263293412,0.6385516168235975,0.1023679960200284,-0.464851379394517,0.7614475895665681
02/01/2011,92.6177749633789,92.80372165877844,91.71902176519328,91.79650497348705,147400,0.0156328146294799,64.75019258092539,0.6654101820397937,0.1110938656501764,0.8057632446289062,0.8315850926316359
02/02/2011,92.46282958984376,92.71076643913746,92.3853522800094,92.3853522800094,91000,-0.0016729550412587,59.41939853444546,0.4124178563335599,0.1113534177505284,1.5650711059570457,0.8634259527351807
02/03/2011,92.69525146484376,92.81921986813856,91.81199728035423,92.3543442669219,72250,0.0025136790214077,61.69175084091227,0.3835434638354346,0.1104732237009987,1.9059524536132808,0.8982373942841128
02/04/2011,92.94317626953124,92.98966146215112,92.30785302212657,92.74173058294778,97050,0.0026746224943521,59.4349954175658,0.511853590358904,0.1100087845512524,1.952453613281236,0.936224830517483
02/07/2011,93.53201293945312,93.8419280116532,93.17561267532147,93.20660477365531,118050,0.0063354481044877,61.771635536385645,0.6167872723947857,0.1104714512594793,1.98345947265625,1.0051351109998556
02/08/2011,93.96589660644533,93.98139561218964,93.43904272277422,93.65598151408489,153500,0.0046388787470346,72.29366873138427,0.7959760429360367,0.1103804560634982,2.448303222656264,1.0839441389876359
02/09/2011,93.73347473144533,93.96590664218576,93.33058329500555,93.73347473144533,139650,-0.0024734705184951,71.08527790300414,0.7226671151532401,0.1114947741711371,1.7355422973632812,1.113244134784113
02/10/2011,93.7644500732422,93.87292537906852,93.09814061064888,93.28408729995076,125200,0.0003304618961967,70.35448317391065,0.6449120457413655,0.1084245719175522,1.6425247192382957,1.1258999783716608
02/11/2011,94.3532943725586,94.46176377439704,93.40805594699005,93.4390480491066,149200,0.006280037891295,70.41365294729128,0.7581589745544165,0.1091889661755442,3.858451843261719,1.1722293952818315
02/14/2011,94.58572387695312,94.63220907047642,94.19833150122297,94.30680089353632,92200,0.0024633957504098,71.66976041692553,0.4808783070162857,0.107412533868006,3.3935394287109237,1.2142578890266578
02/15/2011,94.24481201171876,94.41526559435236,94.0433663312301,94.30679620742885,82150,-0.0036042634264539,66.26715124856545,0.4414411993874096,0.1089833345598618,1.627037048339858,1.2046163755748258
02/16/2011,94.8491439819336,94.98860546794708,94.50824272478596,94.60121310803608,94300,0.0064123632623904,68.392047905576,0.5091449011270838,0.1017442775849791,2.386314392089829,1.233558931231855
02/17/2011,95.20555114746094,95.2675353482146,94.4927505722098,94.57022786758252,158250,0.0037576213191257,88.344107647719,0.8419680504382756,0.1011026829940616,2.5102996826171733,1.271484293824952
02/18/2011,95.36050415039062,95.4689735376104,95.05058908213203,95.26752785657158,120800,0.0016275626900126,87.17146622842816,0.642228661048938,0.101138274778671,2.417327880859389,1.2992048794669933
02/22/2011,93.40804290771484,94.81815084591008,93.16011203653125,94.2758039124266,288400,-0.0204745272696608,56.74911975551695,1.604718450923659,0.1284205419796189,-0.1239700317382812,1.144346335943059
