Date,Open,High,Low,Close,Adj Close,Volume,Return,RSI,Volume Ratio,Volatility Ratio,Momentum Ratio,% MACD,TR,ATR,OBV,Balance
10/12/2015,14.866000175476074,14.866666793823242,14.351332664489746,14.371999740600586,14.371999740600586,57544500,-0.0231547219710449,16.84214391037402,0.8650602518310062,0.3265455080410543,-2.190000534057617,-2.9698989712470008,0.5153341293334961,0.5906667028154647,4104117000,100.0
10/13/2015,14.218667030334473,14.834667205810549,14.075332641601562,14.616666793823242,14.616666793823242,77572500,0.0170238698607456,21.45485699424056,1.1374383608042895,0.3368986248057642,-1.8266658782958984,-3.3549636084584376,0.7593345642089862,0.6234763690403532,4181689500,100.0
10/14/2015,14.711333274841309,14.729999542236328,14.362000465393066,14.458666801452637,14.458666801452637,46566000,-0.010809577491181,18.63027651539348,0.69279410665289,0.2996060873171716,-2.101332664489746,-3.714236360163264,0.3679990768432617,0.6152858734130862,4135123500,100.0
10/15/2015,14.428667068481444,14.781999588012695,14.24666690826416,14.753999710083008,14.753999710083008,42663000,0.0204260124868982,25.67467001776156,0.6400226827531191,0.3165347331680602,-1.2379999160766602,-3.7956056731875134,0.5353326797485352,0.6022858619689944,4177786500,100.0
10/16/2015,14.869333267211914,15.36533260345459,14.857999801635742,15.133999824523926,15.133999824523926,65017500,0.0257557355231086,35.16176855250795,0.9691501908898316,0.3387704074140657,-1.3706674575805664,-3.6050561438258137,0.5073328018188477,0.5757620675223217,4242804000,100.0
10/19/2015,15.100000381469728,15.40999984741211,14.996000289916992,15.206666946411133,15.206666946411133,37618500,0.0048015807274857,37.11250121643715,0.5843387249351097,0.3330713262328151,-1.2033329010009766,-3.3740590868465987,0.4139995574951172,0.5611906051635744,4280422500,100.0
10/20/2015,15.1813325881958,15.239999771118164,13.466667175292969,14.20199966430664,14.20199966430664,223500000,-0.0660675535043265,28.77776244144493,3.069860970323304,0.393399430382345,-1.895334243774414,-3.717630101934064,1.773332595825195,0.6399523871285577,4056922500,100.0
10/21/2015,14.13266658782959,14.320667266845703,13.920000076293944,14.005999565124512,14.005999565124512,62272500,-0.0138008804263478,30.580552397081263,0.8418885965312527,0.3917218763098161,-1.4580001831054688,-4.064708954300784,0.4006671905517596,0.6144285883222311,3994650000,100.0
10/22/2015,14.104000091552734,14.383333206176758,13.960000038146973,14.114666938781738,14.114666938781738,42378000,0.0077586303749297,25.011952094317195,0.576568486895475,0.3916397576266279,-1.0,-4.235064902663335,0.4233331680297851,0.583857195717948,4037028000,100.0
10/23/2015,14.333333015441896,14.356666564941406,13.845999717712402,13.939332962036133,13.939332962036133,63532500,-0.0124221122259607,24.47178679274788,0.8603266621031742,0.3886847227857039,-0.7733345031738263,-4.4275749512006,0.5106668472290039,0.5931429181780137,3973495500,100.0
10/26/2015,14.092000007629396,14.392000198364258,14.0,14.350666999816896,14.350666999816896,50871000,0.0295088752740919,32.89214628640882,0.6995974333929156,0.4026089808264307,-0.0213327407836896,-4.288620808614248,0.3920001983642578,0.5856667246137349,4024366500,100.0
10/27/2015,14.322667121887209,14.473333358764648,13.833999633789062,14.023332595825195,14.023332595825195,52791000,-0.0228096996464258,34.683920385395595,0.7273809511507289,0.4065915697100425,-0.5933341979980469,-4.324996861558578,0.6393337249755859,0.5904762404305596,3971575500,100.0
10/28/2015,14.087332725524902,14.229999542236328,13.886667251586914,14.197333335876465,14.197333335876465,40929000,0.0124079450346252,40.117647716751485,0.5770656278385629,0.409567031869022,-0.2613334655761719,-4.202180100464451,0.343332290649414,0.5701904296875001,4012504500,100.0
10/29/2015,14.116666793823242,14.25,14.042667388916016,14.108667373657228,14.108667373657228,27075000,-0.0062452546630838,43.108389855591646,0.3932457589915479,0.3969944528832812,-0.6453323364257795,-4.111110456163766,0.2073326110839843,0.5563808168683736,3985429500,100.0
10/30/2015,14.026666641235352,14.108667373657228,13.592666625976562,13.795332908630373,13.795332908630373,66583500,-0.0222086506633427,43.25830403962913,0.966922616130262,0.3741735919363841,-1.338666915893553,-4.181168862927688,0.5160007476806658,0.5564284324645999,3918846000,100.0
