Date,Open,High,Low,Close,Adj Close,Volume,Return,RSI,Volume Ratio,Volatility Ratio,Momentum Ratio,% MACD,TR,ATR,OBV
5/11/1999,0.0380209982395172,0.0395830012857914,0.0372399985790252,0.0384109988808631,0.0352261662483215,171744000,0.0535684434462562,48.32186297591725,1.9546571974870253,0.6341087311055005,0.0006509982049464,-0.3655783982398681,0.0023430027067661,0.0021203572728804,0
5/12/1999,0.0388020016252994,0.0397140011191368,0.038281001150608,0.0395830012857914,0.0363009758293628,168480000,0.0305121563894583,57.04964125290582,1.7947537965945697,0.6350862153439095,0.0020829997956752,0.184962270700064,0.0014329999685288,0.0020646428955452,168480000
5/13/1999,0.0395830012857914,0.0406249985098838,0.0394529998302459,0.0395830012857914,0.0363009758293628,69936000,0.0,64.48961113957742,0.7317195660907995,0.6280451404572435,0.0020829997956752,0.6061724993012138,0.0011719986796378,0.0019995713872569,168480000
5/14/1999,0.0395830012857914,0.0395830012857914,0.0369790010154247,0.0375000014901161,0.0343907065689563,28464000,-0.0526235941695251,64.16058157557478,0.2994495783467151,0.6423106106920191,-0.000520996749401,0.4919370557846743,0.0026040002703666,0.001962357067636,140016000
5/17/1999,0.0369790010154247,0.0393229983747005,0.0368489995598793,0.0393229983747005,0.0360625311732292,35760000,0.0486132483238677,57.50704250695056,0.3753243154739414,0.6502088551107768,0.0010419972240924,0.7762286696629109,0.0024739988148211,0.0018786428762333,175776000
5/18/1999,0.0397140011191368,0.0416669994592666,0.0385419987142086,0.0411459989845752,0.037734393030405,151536000,0.0463596542792525,64.20677419464585,1.5234280750856537,0.6651464294864449,0.0049479976296425,1.3578502994721795,0.0031250007450579,0.0019809287041425,327312000
5/19/1999,0.04296899959445,0.0445309989154338,0.038672000169754,0.0393229983747005,0.0360625311732292,451728000,-0.0443056592345255,57.04921685115801,3.7586867960699735,0.6843527697163924,0.0023439973592757,1.4232472295282244,0.0058589987456798,0.0023250715540988,-124416000
5/20/1999,0.0395830012857914,0.0395830012857914,0.034765999764204,0.0361980013549327,0.0331966541707515,178176000,-0.0794699577583154,45.96886580495611,1.5134033228009378,0.7262755907568659,-6.499886512759817e-05,0.8243401445247859,0.0048170015215874,0.002529642943825,-302592000
5/21/1999,0.0356770008802413,0.0356770008802413,0.034375000745058,0.0354170016944408,0.0324804075062274,303504000,-0.0215757674804748,43.11951129244304,2.3972550803760995,0.7092903307962058,-0.0010409988462925,0.173941027368054,0.0013020001351832,0.0025390000747782,-606096000
5/24/1999,0.0356770008802413,0.0364580005407333,0.034765999764204,0.0352860018610954,0.0323602706193923,162624000,-0.0036987838348262,48.24028596890968,1.2649579031866631,0.6836785475051492,-0.0011719986796379,-0.3765737559440547,0.0016920007765293,0.0024552858833755,-768720000
5/25/1999,0.0354170016944408,0.0359379984438419,0.03515600040555,0.0355469994246959,0.0325996167957782,130080000,0.0073966318039648,46.46268212985513,1.051426797804031,0.562969099831848,-0.0028639994561672,-0.7552218943967696,0.0007819980382918,0.0023251428667987,-638640000
5/26/1999,0.0354170016944408,0.0372399985790252,0.0354170016944408,0.0354170016944408,0.0324804075062274,104736000,-0.0036570662041537,48.30001010925308,0.8518612504636046,0.5627452811472629,-0.0041659995913505,-1.0765771379271971,0.0018229968845843,0.0022879282810858,-743376000
5/27/1999,0.0356770008802413,0.0356770008802413,0.03515600040555,0.03515600040555,0.032241053879261,82320000,-0.0073693784454883,46.71175617758405,0.6603646445004909,0.5629626723327684,-0.0044270008802413,-1.3781733193567187,0.0005210004746912,0.0022134996418441,-825696000
5/28/1999,0.0356770008802413,0.0356770008802413,0.03515600040555,0.0355469994246959,0.0325996167957782,88656000,0.0111218288381929,48.156316081756685,0.7142442815986388,0.5619697369981832,-0.0019530020654201,-1.5142318017559244,0.0005210004746912,0.0021762855883155,-737040000
6/1/1999,0.0354170016944408,0.0356770008802413,0.0348960012197494,0.0356770008802413,0.0327188409864902,98544000,0.0036571710031623,40.97578054489879,0.7737388584242562,0.5613625346594218,-0.0036459974944592,-1.5753900521478277,0.0007809996604918,0.002064713942153,-638496000
6/2/1999,0.0356770008802413,0.0356770008802413,0.034375000745058,0.034375000745058,0.0315247997641563,130128000,-0.0364941027289209,31.97784155843071,1.008237722446399,0.542857920119889,-0.0067709982395172,-1.9031364549540617,0.0013020001351832,0.0020553568111998,-768624000
6/3/1999,0.0352860018610954,0.0355469994246959,0.0348960012197494,0.0352860018610954,0.0323602706193923,41568000,0.0265018500739477,36.56671108228669,0.3354573802560477,0.545970317542464,-0.004036996513605,-1.9323365451139007,0.0006509982049464,0.002018142491579,-727056000
6/4/1999,0.0355469994246959,0.0356770008802413,0.0352860018610954,0.0355469994246959,0.0325996167957782,78912000,0.0073966318039648,43.45204582589677,0.6258922962709155,0.5427891730024043,-0.0006510019302368,-1.8734229438670684,0.0003909990191458,0.0018600709736346,-648144000
6/7/1999,0.0357419997453689,0.0364580005407333,0.0356770008802413,0.0359379984438419,0.0329582020640373,125136000,0.0109994943447835,36.59090536187222,0.9546128636555044,0.5439532069007869,0.000520996749401,-1.7159524706396674,0.000780999660492,0.0017391424626111,-523008000
6/8/1999,0.0360679998993873,0.0375000014901161,0.0359379984438419,0.0368489995598793,0.0337936840951442,153312000,0.0253492446848684,31.98093753984915,1.1128338240161664,0.5514388224706888,0.0015629976987839,-1.3651936416609762,0.0015620030462741,0.0016274997698408,-369696000
6/9/1999,0.0369790010154247,0.038281001150608,0.0369790010154247,0.0375000014901161,0.0343907065689563,95184000,0.0176667463977941,41.96212900496497,0.7106508027522935,0.5199720780030448,0.0019530020654201,-0.9303943191327676,0.0013020001351832,0.0013019998690911,-274512000
6/10/1999,0.0375000014901161,0.0377600006759166,0.0372399985790252,0.0376299992203712,0.0345099046826362,36096000,0.0034666060023862,60.93663029490499,0.2835061262959472,0.5071576045667826,0.0022129975259303,-0.5539962342023619,0.0005200020968914,0.0009950713387557,-238416000
6/11/1999,0.0376299992203712,0.0377600006759166,0.0355469994246959,0.0368489995598793,0.0337936840951442,61008000,-0.0207547083888628,61.206303708184606,0.4808565375302663,0.5113873116792462,0.0016929991543293,-0.4272115917351092,0.0022130012512207,0.001060142847044,-299424000
6/14/1999,0.0369139984250068,0.0369790010154247,0.03515600040555,0.0354170016944408,0.0324804075062274,51648000,-0.0388612413509755,51.45444497584352,0.4033966296136615,0.4957958821333602,-0.000129997730255,-0.6394889814747232,0.0018230006098746,0.0010694999779973,-351072000
6/15/1999,0.0354170016944408,0.0356770008802413,0.0348960012197494,0.0354170016944408,0.0324804075062274,49296000,0.0,49.77099344397763,0.3830017341363814,0.4580714208432387,-0.0002599991858004,-0.80011365985622,0.0007809996604918,0.0010694286652973,-351072000
6/16/1999,0.0359379984438419,0.0375000014901161,0.0354170016944408,0.0364580005407333,0.0334351025521755,64416000,0.0293926305584442,56.70889709724904,0.5180067163314934,0.4363771981010097,0.0020829997956753,-0.6847665085702186,0.0020829997956752,0.0010880003018038,-286656000
6/17/1999,0.0361980013549327,0.0367190018296241,0.0354170016944408,0.0354170016944408,0.0324804075062274,74928000,-0.0285533718485033,52.09226084400349,0.7101264671094532,0.4211938393671672,0.0001309998333453,-0.8192524094718808,0.0013020001351832,0.0011437859918389,-361584000
6/18/1999,0.0356770008802413,0.0356770008802413,0.0341150015592575,0.0341150015592575,0.0312863588333129,158736000,-0.0367620090039326,43.52907000805391,1.5184003305861016,0.340408527068112,-0.0014319978654383,-1.2112905644817211,0.0015619993209837,0.0012181430522884,-520320000
6/21/1999,0.03515600040555,0.0359379984438419,0.0342120006680488,0.0359379984438419,0.0329582020640373,83472000,0.0534368108240561,51.90453383943732,0.8923669018601668,0.3863870633102697,0.0,-1.092412728972067,0.001725997775793,0.001285642917667,-436848000
6/22/1999,0.0359379984438419,0.0359379984438419,0.0345049984753131,0.0352860018610954,0.0323602706193923,193056000,-0.0181422619783719,54.90671774511132,2.030851574137191,0.3920819519555122,-0.0015629976987839,-1.1351599475120218,0.0014329999685287,0.0012950000486203,-629904000
6/23/1999,0.0348960012197494,0.0359379984438419,0.0345049984753131,0.0359379984438419,0.0329582020640373,210912000,0.0184774853584464,53.73668014153295,2.128205749158453,0.3966917684211374,-0.0015620030462741,-1.0073778621311549,0.0014329999685287,0.0013508573174476,-418992000
6/24/1999,0.0361980013549327,0.0361980013549327,0.0348960012197494,0.03515600040555,0.032241053879261,115200000,-0.0217596436127045,49.066161561627695,1.1563200115632002,0.4045424890619019,-0.0024739988148211,-1.073748357768531,0.0013020001351832,0.001415928825736,-534192000
6/25/1999,0.0348960012197494,0.0360679998993873,0.0348960012197494,0.0356770008802413,0.0327188409864902,73536000,0.0148196742712842,49.66039250670777,0.7413859852884244,0.4068868650277465,-0.001171998679638,-0.9949341612178774,0.0011719986796378,0.0014438573271036,-460656000
6/28/1999,0.0368489995598793,0.0368489995598793,0.0354170016944408,0.0361980013549327,0.0331966541707515,109152000,0.0146032587335538,47.95229404911122,1.0892108729493477,0.408215575299568,0.0007809996604919,-0.8035550145478948,0.0014319978654385,0.0014345712427581,-351504000
6/29/1999,0.0367190018296241,0.0371089987456798,0.0361980013549327,0.0365890003740787,0.0335552357137203,92688000,0.0108016742502465,46.79904978808592,0.927629524655922,0.4095663731729368,0.0011719986796379,-0.5569831059249188,0.000910997390747,0.0014066424752984,-258816000
6/30/1999,0.0377600006759166,0.0398439988493919,0.0369790010154247,0.0398439988493919,0.0365403331816196,269232000,0.0889611206109683,58.30446727032982,2.519143967124026,0.4892374107453205,0.0033859983086586,0.3577815851504966,0.0028649978339672,0.0015741421708038,10416000
7/1/1999,0.0398439988493919,0.0398439988493919,0.0356770008802413,0.0377600006759166,0.0346291363239288,88992000,-0.0523039412121424,53.99533537016821,0.8146048902656033,0.5278423362081845,0.0023429989814758,0.6043828261979384,0.0041669979691506,0.0017137133649417,-78576000
7/2/1999,0.038281001150608,0.0404950007796287,0.0375000014901161,0.0404950007796287,0.037137359380722,224880000,0.0724311455178672,65.78935200691541,1.9295716639209224,0.5813097364632547,0.0063799992203711,1.365053798750211,0.0029949992895125,0.0017974275563444,146304000
7/6/1999,0.0408850014209747,0.0408850014209747,0.0401040017604827,0.0406249985098838,0.0372565872967243,198096000,0.0032102167613865,66.02621678284132,1.6481629392971249,0.5812855390522542,0.0046870000660418,1.9537133942208649,0.0007809996604919,0.0017974275563444,344400000
7/7/1999,0.0408850014209747,0.0408850014209747,0.0398439988493919,0.0398439988493919,0.0365403331816196,63120000,-0.0192246077326484,61.02517845608715,0.545631833364453,0.5839211265514516,0.0045579969882965,2.2237859970342315,0.0010410025715827,0.0017229991831949,281280000
7/8/1999,0.0401040017604827,0.0414059981703758,0.0388020016252994,0.0407549999654293,0.0373758040368557,186048000,0.022864198934472,66.90640704303328,1.5474907174511918,0.5857587381870738,0.0048170015215874,2.585788013977869,0.0026039965450764,0.0018159989267587,467328000
7/9/1999,0.0406249985098838,0.0445309989154338,0.0406249985098838,0.0442060008645057,0.0405406691133976,211728000,0.0846767489143367,77.52116607173166,1.6412107231224304,0.6506365315339565,0.0090500004589556,3.493721628566113,0.00390600040555,0.0019834275756563,679056000
7/12/1999,0.046875,0.0481770001351833,0.0450519993901252,0.0462240017950534,0.0423913411796093,401040000,0.0456499319341963,77.16242316863736,2.7466837615267026,0.6532328489054935,0.0105470009148121,4.498886753626244,0.0031250007450581,0.0020833563591752,1080096000
7/13/1999,0.0467449985444545,0.0470050014555454,0.0442709997296333,0.0463539995253086,0.0425105616450309,138864000,0.0028123426187007,80.2604773548522,0.923484534107958,0.626231217118165,0.0101559981703759,5.21465251139945,0.0027340017259121,0.0021762850561312,1218960000
