Date,Close,High,Low,Open,Volume,Return,RSI,Volume Ratio,Volatility Ratio,Momentum Ratio,% MACD,TR,ATR,OBV,OBV Ratio,Stochastic,Williams %R,Tenkan-Sen,Kijun-Sen,Senkou Span A,Senkou Span B,CMO
2/18/1998,0.2536459863185882,0.2572920024394989,0.2526040077209472,0.2572920024394989,59424000,-0.0141707324220774,61.10128669509047,0.5465301077167579,0.4890898401873679,-0.0151659145076302,2.141794936158041,0.0046879947185516,0.0375472611919684,1463352000,0.0015522638082181,43.60902029199997,-56.39097970800004,0.2558595016598701,0.2402345016598701,0.2309892512857914,0.2291665002703666,8.526673438338559
2/19/1998,0.26145800948143,0.2645829916000366,0.2541669905185699,0.2554689943790436,88728000,0.0307989228460709,60.000560828218326,0.84966043459775,0.4936757268977911,0.0329204826392429,2.183710497122632,0.0104160010814667,0.0364253981642697,1552080000,0.0016463828330157,66.16431077543274,-33.83568922456727,0.2558595016598701,0.2446615025401115,0.2296875044703483,0.2291665002703666,18.054428602195443
2/20/1998,0.2635419964790344,0.2645829916000366,0.2557289898395538,0.26145800948143,54072000,0.007970637433283,62.74426289286987,0.5536782866200558,0.4927058641059599,0.0675118715852198,2.252912847050592,0.0088540017604828,0.0361373563282824,1606152000,0.0017037401938133,72.18130933199687,-27.818690668003125,0.2558595016598701,0.2522135004401206,0.2296875044703483,0.2291665002703666,23.61167320818525
2/23/1998,0.2703129947185516,0.2708329856395721,0.2604170143604278,0.2645829916000366,79560000,0.02569229318279,58.3718828578675,0.8599333324686442,0.475503277342863,0.1019105823433212,2.4797872619814685,0.0104159712791442,0.0344061241497726,1685712000,0.0017881341800735,91.73089705999402,-8.269102940005986,0.257422000169754,0.2522135004401206,0.2291667535901069,0.2281249985098838,15.384926877405986
2/24/1998,0.2703129947185516,0.2838540077209472,0.2677080035209656,0.2708329856395721,278904000,0.0,60.40065440003668,2.741028150908684,0.4624376889047019,0.1137374846956546,2.6256653678733377,0.0161460041999816,0.0366083360306806,1685712000,0.0017881341800735,70.11605686197582,-29.883943138024183,0.2682290077209472,0.2575520053505897,0.2292970046401024,0.2281249985098838,19.522670550033148
2/25/1998,0.2744790017604828,0.27708300948143,0.2630209922790527,0.2734380066394806,134904000,0.0154117897523526,66.79717483774422,1.2922730303239305,0.4577545122660869,0.0353635030365084,2.827535223103774,0.0140620172023773,0.0379500652001851,1820616000,0.0019312348125829,79.31010442190762,-20.68989557809237,0.2682290077209472,0.2575520053505897,0.2292970046401024,0.2221354916691779,32.79979345662159
2/26/1998,0.3031249940395355,0.3041670024394989,0.2718749940395355,0.2731769979000091,307464000,0.1043649681590213,81.95614611117249,2.685913160156823,0.571706893435741,0.1456707485481979,3.750900378644313,0.0322920083999633,0.0391502732178653,2128080000,0.0022573800186099,98.4121776041384,-1.5878223958615976,0.2783855050802231,0.2677085027098655,0.2292970046401024,0.219661496579647,64.28568874087259
2/27/1998,0.3208329975605011,0.3317709863185882,0.299219012260437,0.3010419905185699,494136000,0.0584181570941524,85.99388058096102,3.678150652505962,0.5873436408726393,0.2197999664609,4.8636153927773655,0.0325519740581511,0.0426131667466033,2622216000,0.0027815392292015,88.26760879221283,-11.732391207787185,0.2921874970197677,0.2815104946494102,0.2328125014901161,0.2208329960703849,72.86337691808592
3/2/1998,0.3177079856395721,0.3218750059604645,0.3125,0.3161459863185882,219144000,-0.0097403070902631,86.18834998809103,1.5478632333745823,0.5880253075869991,0.2248982297392181,5.549128464927701,0.0093750059604644,0.0430323180567985,2403072000,0.002549080258299,84.39247625511511,-15.607523744884888,0.2921874970197677,0.2815104946494102,0.2354170009493827,0.2234374955296516,72.00042801164541
3/3/1998,0.2989580035209656,0.3156250119209289,0.2979170083999634,0.3145830035209656,160320000,-0.0590164017465955,68.28747548083977,1.1236238551399904,0.617513321704323,0.1619405216112936,5.532101010221534,0.0177080035209655,0.0441758095842295,2242752000,0.0023790193749753,58.55218504120052,-41.44781495879948,0.292968988418579,0.2815104946494102,0.237240009009838,0.2252605035901069,33.67887261139695
3/4/1998,0.3059900104999542,0.309374988079071,0.2916670143604278,0.3000000119209289,146280000,0.0235217217675041,70.62266200787008,1.0049049915502246,0.6166166078815305,0.2063664595725954,5.62725941056738,0.0177079737186431,0.0451667271057645,2389032000,0.0025341872019002,67.43468517389876,-32.56531482610124,0.293749988079071,0.2815104946494102,0.2394535094499587,0.2252605035901069,38.68693379815192
3/5/1998,0.3125,0.325780987739563,0.296875,0.2989580035209656,240024000,0.0212751700273128,73.27881036609426,1.5353439210298057,0.6097400457336858,0.1952206039501545,5.791289667885899,0.0289059877395629,0.0495234148842947,2629056000,0.0027887948207805,75.65779740498719,-24.34220259501281,0.296094000339508,0.2815104946494102,0.2432295083999633,0.2252605035901069,44.185967287948685
3/6/1998,0.3197920024394989,0.3208329975605011,0.3072920143604278,0.3151040077209472,117744000,0.0233344078063963,77.35927298917875,0.7528985674055999,0.595845164661567,0.2134384906844983,6.021061341385554,0.0135409832000732,0.0500226771443634,2746800000,0.0029136928288024,84.86871156221409,-15.131288437785914,0.2973959892988204,0.2851564958691596,0.2432295083999633,0.2252605035901069,52.252526720917785
3/9/1998,0.3479169905185699,0.3572919964790344,0.3197920024394989,0.3203130066394806,461112000,0.0879477531161585,82.78310850651988,2.600445295634344,0.6457596537984035,0.2870894012358495,6.773022259616726,0.0374999940395355,0.0521807392908235,3207912000,0.0034028215340866,91.04481223521422,-8.955187764785775,0.3101564943790436,0.2979170009493828,0.2432295083999633,0.2278650030493735,63.97042550881902
3/10/1998,0.3462890088558197,0.3677079975605011,0.345313012599945,0.356249988079071,495000000,-0.0046792243756872,84.44719902692235,2.4819046587606723,0.6425574519512776,0.2810668211358981,7.212404541574954,0.022394984960556,0.0560784497854763,2712912000,0.0028777458277166,81.13545998691797,-18.864540013082028,0.3197914958000183,0.3031250014901161,0.2432295083999633,0.2281255051493644,66.33992353988894
3/11/1998,0.3317709863185882,0.34375,0.3260419964790344,0.3416669964790344,246984000,-0.0419245837030771,76.13053302698656,1.238037378118101,0.614672065247658,0.2087299363180423,7.138162953484585,0.0177080035209655,0.0601023264051867,2465928000,0.002615755326177,67.90736766352829,-32.09263233647171,0.3296875059604645,0.3031250014901161,0.2432295083999633,0.2346355095505714,48.04276564298947
3/12/1998,0.3270829916000366,0.3380210101604461,0.3213540017604828,0.328125,195984000,-0.0141302130441566,73.54400235844798,0.9662876143369346,0.6198256563004989,0.0790366945372256,6.893585956760868,0.0166670083999633,0.0626699661576296,2269944000,0.0024078635337785,62.13567557237492,-37.864324427625085,0.3296875059604645,0.3031250014901161,0.2432295083999633,0.2346355095505714,42.656706348682384
3/13/1998,0.3278650045394897,0.3369790017604828,0.32395800948143,0.3317709863185882,130464000,0.0023908700835455,72.2215631617814,0.6323724436378865,0.6174556380029386,0.0219179667691834,6.6404459121920825,0.0130209922790527,0.0630880168864869,2400408000,0.0025462543963156,61.94084173685692,-38.05915826314308,0.3296875059604645,0.3031250014901161,0.2432295083999633,0.2346355095505714,40.25460693639332
3/16/1998,0.3291670083999634,0.3364579975605011,0.3291670083999634,0.3315100073814392,66240000,0.003971158380573,72.45620749513688,0.3292239975666052,0.6108431228833232,0.0360677832422856,6.3950211221996565,0.0072909891605377,0.0609169550924888,2466648000,0.002616519072659,63.18455279437861,-36.81544720562139,0.3296875059604645,0.3031250014901161,0.2420575022697448,0.2346355095505714,40.79378801540607
