Date,Close,High,Low,Open,Volume,Return,RSI,Volume Ratio,Volatility Ratio,Momentum Ratio,% MACD
3/13/1981,0.0764891430735588,0.0769188285771659,0.0764891430735588,0.0769188285771659,231302400,-0.0111104871404954,38.69361212328864,7.863833676033813,0.6020895298714988,-0.0146109536290168,0.0
3/16/1981,0.0794977247714996,0.0803571014233081,0.0794977247714996,0.0794977247714996,37228800,0.0393334475593156,47.918874320233904,1.2119886239334938,0.6205216819931098,-0.0120320320129393,0.31188378938367717
3/17/1981,0.0833649188280105,0.0842242955003541,0.0833649188280105,0.0833649188280105,43747200,0.0486453425884376,46.01030303543308,1.3547917172487949,0.6408841574663837,-0.0068758204579352,0.9415035273800133
3/18/1981,0.08852119743824,0.0893805742909238,0.08852119743824,0.08852119743824,36937600,0.0618518998485126,51.739632280938174,1.1133992775395831,0.6618914480556838,-0.0008593723177909,1.9149155162789697
3/19/1981,0.0876617953181266,0.088091480751954,0.0876617953181266,0.088091480751954,37811200,-0.0097084330644415,46.60048939183907,1.1137135882294724,0.6270329585070998,-0.001289077103138,2.544836970346454
3/20/1981,0.08852119743824,0.0893805742909238,0.08852119743824,0.08852119743824,14604800,0.0098036107633272,47.24186632075121,0.43645613682766,0.5939285505446876,0.0004297047853469,3.0722307220637366
3/23/1981,0.0919594541192054,0.0928188307893645,0.0919594541192054,0.0919594541192054,22019200,0.0388410548034467,53.296793455076525,0.6503473370823685,0.605763501080613,0.0107429549098015,3.7437800929776763
3/24/1981,0.091529756784439,0.0919594421951403,0.091529756784439,0.0919594421951403,28156800,-0.0046726825303832,53.88080950983383,0.8181196914966319,0.5881333553074908,0.0141812339425086,4.168962987614422
3/25/1981,0.0898102447390556,0.0906703959860416,0.0898102447390556,0.0906703959860416,7056000,-0.0187863718400679,52.23423695763154,0.208789023662756,0.5541715806699713,0.0154695510864258,4.295961238495108
3/26/1981,0.088091492652893,0.088521183882095,0.088091492652893,0.088521183882095,12275200,-0.0191375949498457,51.17409474461515,0.3624578345128646,0.5570766406286561,0.0107429698109626,4.196602713045799
3/27/1981,0.0850836932659149,0.0855133788399482,0.0850836932659149,0.0855133788399482,12252800,-0.0341440392982076,56.48494886631601,0.3631414724822412,0.55524510453796,0.0085945501923561,3.812880692113282
3/30/1981,0.0850836932659149,0.0859430701513078,0.0850836932659149,0.0850836932659149,9900800,0.0,63.65131761954391,0.2942449156209433,0.554647296292727,0.0055859684944152,3.468255534094026
3/31/1981,0.0842242985963821,0.0850836753003158,0.0842242985963821,0.0850836753003158,15993600,-0.0101005802233675,68.93780921824542,0.475445313800566,0.5537773218806726,0.0008593797683715,3.0829912864129483
4/1/1981,0.0833649188280105,0.0837946100328447,0.0833649188280105,0.0837946100328447,34070400,-0.0102034660150733,62.74134675042301,0.9830661840744572,0.5538896814072116,-0.0051562786102294,2.6687152681397373
4/2/1981,0.0906704068183898,0.0911000923551134,0.0906704068183898,0.0906704068183898,31404800,0.0876326408408221,72.82674450534233,0.8733570049211985,0.6401405373079806,0.0030086115002632,2.959472726600282
4/3/1981,0.0911000967025756,0.0915297879971306,0.0911000967025756,0.0911000967025756,16486400,0.0047390311708477,70.20288136251365,0.4553891845068679,0.6387828952347423,0.0025788992643356,3.1849849320150088
4/6/1981,0.089380569756031,0.089810255291909,0.089380569756031,0.089810255291909,22803200,-0.0188751385430311,61.75658197915164,0.6234307061057015,0.5708125954208954,-0.0025788843631744,3.173655965997852
