Date,Close,High,Low,Open,Volume,Return,RSI,Volume Ratio,Volatility Ratio,Momentum Ratio,% MACD,TR,ATR,OBV,OBV Ratio,Stochastic,Williams %R,Tenkan-Sen,Kijun-Sen,Senkou Span A,Senkou Span B,CMO,Balance
12/12/1986,0.1009581908583641,0.1046971280612905,0.1009581908583641,0.1046971280612905,25286400,-0.0357120288250704,53.23694429352312,0.4825899359661417,0.5101136139071838,-0.0502479099029387,4.227081900517158,0.0037389372029263,0.0306106028046788,1079712000,0.0019679012535951,33.3369075527876,-66.6630924472124,0.1038959336490554,0.0980197901271495,0.0809265981260606,0.0747837462127407,-43.33238172199575,100.0
12/15/1986,0.0982868820428848,0.1014923030939102,0.0966844741145477,0.1009581732308721,50774400,-0.0264595551165026,24.311062736100155,0.9402666666666668,0.5229455692806471,-0.0564125695190573,3.588495409045038,0.0048078289793625,0.0263962968473559,1028937600,0.0018753589780526,12.499434531698698,-87.5005654683013,0.1014919757841067,0.0980197901271495,0.0835972344703261,0.0766531832027142,-51.4293172330662,100.0
12/16/1986,0.0993551462888717,0.1009581685061519,0.0988210072812193,0.0988210072812193,77299200,0.0108688384836628,24.71962756344625,1.3645144890696492,0.5234234107728136,-0.0510232837363967,3.12117055670205,0.0021371612249325,0.0261129326395645,1106236800,0.0020162458002625,20.83239679260313,-79.16760320739687,0.1014919757841067,0.0980197901271495,0.0838642901428223,0.0766531832027142,-51.42967932095063,100.0
12/17/1986,0.1004234328866005,0.1009581863527161,0.0993551638520667,0.0993551638520667,23356800,0.0107522019505936,30.55330397403293,0.4259565639853988,0.4776634566562789,-0.0334219622231098,2.7969093799257214,0.0016030225006493,0.0258355919625844,1129593600,0.0020588162968393,31.81663809108537,-68.18336190891463,0.1012249406849755,0.0980197901271495,0.0843984314284132,0.0766531832027142,-40.00133903699366,100.0
12/18/1986,0.1012252196669578,0.1014922845496799,0.0998892625502774,0.1004234014853314,12672000,0.0079840606650316,36.366621573279055,0.238955114454069,0.4651188356335489,-0.0380685356270347,2.570371436304666,0.0016030219994025,0.0245006756518772,1142265600,0.0020819124972016,44.73992543370669,-55.260074566293305,0.1012249203924889,0.0980197901271495,0.0853334867783242,0.0766531832027142,-28.3560973680328,100.0
12/19/1986,0.1036288291215896,0.1046970978960099,0.1014922915727491,0.1014922915727491,56592000,0.023745164125501,49.02762787310381,1.110702879914083,0.3894105049321419,-0.0102038027891976,2.543316805574929,0.0032048063232607,0.0239323966294217,1198857600,0.002185058028365,68.42266795489938,-31.57733204510061,0.1009578756812931,0.0980197901271495,0.0856005488826742,0.0766531832027142,-2.9410570214647005,100.0
12/22/1986,0.1046971380710601,0.1057654072554035,0.1036288688867168,0.1036288688867168,18316800,0.010308993728155,50.47661685811072,0.3871321179657302,0.3747062202847193,0.0103089937281547,2.572176342538503,0.0021365383686866,0.0236881951739423,1217174400,0.0022184425361613,83.33500960850844,-16.664990391491553,0.1012249406849755,0.0980197901271495,0.0865352886230218,0.0766531832027142,0.0,100.0
12/23/1986,0.1057653501629829,0.1057653501629829,0.1046970815552938,0.1046970815552938,23788800,0.010202877667943,55.30122895727581,0.5975331862408217,0.2409241196923124,0.0259047807360732,2.6435084334864545,0.0010682686076891,0.0227274943878652,1240963200,0.0022618004032051,94.44485590026012,-5.55514409973988,0.1012249406849755,0.0980197901271495,0.0870694156048679,0.0779885165683632,9.858721079625775,100.0
12/24/1986,0.1054983213543891,0.1057653863051707,0.1052312564036076,0.1057653863051707,7027200,-0.0025247286392212,51.208165168077855,0.1986566252798697,0.2375571240159493,0.0154239654267721,2.6484071222812364,0.000534129901563,0.0209768218890006,1233936000,0.0022489925102769,97.05882758003402,-2.941172419965992,0.1012249406849755,0.0980197901271495,0.0880041598911487,0.0779885165683632,1.492639227641275,100.0
12/26/1986,0.1052312180399894,0.1062994774536657,0.1052312180399894,0.1054982828934085,3715200,-0.0025318252553276,51.96571413616506,0.1105067032166873,0.2355842767239029,0.0051011897628645,2.6019215937333504,0.0010682594136763,0.0210300597099788,1230220800,0.0022422211242616,88.88966154249619,-11.11033845750381,0.1014919757841067,0.0980197901271495,0.0880041512036611,0.0779885165683632,3.0297727807780643,100.0
12/29/1986,0.1009581908583641,0.1062995270997981,0.1009581908583641,0.1052312671872017,41702400,-0.0406060792720421,44.15745439752759,1.2397260273972603,0.270593042481114,0.0,2.2212278029152386,0.005341336241434,0.0230538595241502,1188518400,0.0021662136285239,44.44818713295012,-55.55181286704989,0.1025602671905087,0.0996221912409946,0.0877370903880145,0.0779885165683632,-12.819612293340146,100.0
12/30/1986,0.1020264402031898,0.1025605700561587,0.0998892789185297,0.1009581713276409,25401600,0.0105811062554044,48.09694874928144,0.772227815961126,0.2659035931012151,0.0380473780689608,1.975749906520211,0.002671291137629,0.0235608020140173,1213920000,0.0022125110119774,55.55836350394251,-44.44163649605749,0.1028273454759324,0.1030943788554753,0.0886719639514632,0.0779885165683632,-4.999700115629743,100.0
12/31/1986,0.1030947044491767,0.1046971031057373,0.1020264356215994,0.1020264356215994,23356800,0.0104704647526605,48.762724231821934,0.7159567424409623,0.2681766150880359,0.0376382935357205,1.8404509928943007,0.0026706674841378,0.0236867353658208,1237276800,0.0022550815085542,66.6686948523567,-33.3313051476433,0.1030943948250377,0.1030943788554753,0.0908088511431512,0.0798583300387252,-3.703162872904796,100.0
1/2/1987,0.1020264402031898,0.1041629779542877,0.1014923011806097,0.1030947090787387,12643200,-0.0103619701098572,44.53744754419133,0.4014081287431993,0.2692869786145086,0.0159624827643508,1.6333573577911,0.0026706767736779,0.0246826397499193,1224633600,0.0022320377995564,55.55836350394251,-44.44163649605749,0.1030944030091638,0.1030943957964981,0.0946812909562756,0.0835972375008939,-12.194599206588151,100.0
1/5/1987,0.1079018786549568,0.1089701471762809,0.101492267527012,0.1020264063724782,48499200,0.0575874100876772,64.89815882996594,1.5252932385308635,0.3374826171799959,0.0659584539304133,1.8919049313119627,0.0074778796492688,0.0258137228083374,1273132800,0.0023204332573066,91.30476192914917,-8.695238070850849,0.1044297130474053,0.1030943754833433,0.095883109648601,0.0841313920747108,28.88731428684792,100.0
1/6/1987,0.1095043197274208,0.1100384587820235,0.1073677818482333,0.107901920902836,40032000,0.0148509098491991,74.91921913890516,1.408450704225352,0.3397630678863702,0.0566974523946167,2.18678594406217,0.0026706769337901,0.0240419325475959,1313164800,0.0023933962539056,95.23832080250676,-4.761679197493239,0.1049638688502765,0.1033614664482855,0.095883109648601,0.0841313920747108,48.83881312503056,100.0
1/7/1987,0.1153804063796997,0.1153804063796997,0.1095043088469935,0.1095043088469935,60998400,0.05366077490738,78.95145777282548,2.010536807632066,0.3812739682054825,0.1020397358081425,2.809333301964996,0.0058760975327061,0.0251321904530396,1374163200,0.0025045729638313,100.0,-0.0,0.1076348426491146,0.1060324402471236,0.095883109648601,0.0841313920747108,57.69440613125519,100.0
1/8/1987,0.1191193461418151,0.1201882385395796,0.1159145395491886,0.1159145395491886,61488000,0.0324053266878883,80.53496145946914,1.8856259659969088,0.3903501307496311,0.1262605944031186,3.507209937905522,0.004273698990391,0.0259447776888774,1435651200,0.0026166420269528,94.7342545834439,-5.265745416556098,0.1100387587290546,0.1084363563270636,0.095883109648601,0.0841313920747108,61.405262945384905,100.0
1/9/1987,0.1239271983504295,0.1244613374680706,0.1185852386580224,0.1191193686060506,63705600,0.0403616403576498,82.50320714981054,1.8511234779697896,0.4073820077371378,0.174684077997168,4.31243717454135,0.0058760988100482,0.0274011255921452,1499356800,0.0027327529251377,97.8262337420196,-2.1737662579804,0.1121753081933001,0.1105729057913091,0.0965507754108754,0.0841313920747108,65.89293669364109,100.0
1/12/1987,0.1319397538900375,0.1330080222966261,0.1228588534855492,0.1239271218921379,128793600,0.0646553431874645,84.48542314279845,3.198054850359352,0.4523513696469212,0.2538081032179868,5.372805586978128,0.0101491688110768,0.0294965732732319,1628150400,0.0029674943070016,96.77442952954824,-3.225570470451774,0.1164486506075778,0.1148462482055868,0.097485501373823,0.0841313920747108,70.66817928212784,100.0
1/13/1987,0.1282002478837967,0.1308715389398818,0.1260637101979187,0.1308715389398818,76320000,-0.0283425267668564,77.74793846941618,1.782171559231985,0.4426925632464176,0.2698350356104431,5.864377078499259,0.004807828741963,0.0318453134131553,1551830400,0.0028283921911834,85.48322212004851,-14.51677787995149,0.117250144911819,0.1148462482055868,0.0992215951810633,0.0841313920747108,54.99994595086584,100.0
1/14/1987,0.1282002478837967,0.1287343777204607,0.1255295711916438,0.1282002478837967,69465600,0.0,77.1325674162704,1.5874687376596024,0.4213517264946829,0.2565394580902823,6.1635928633956905,0.0032048065288169,0.0330357155693777,1551830400,0.0028283921911834,85.48322212004851,-14.51677787995149,0.117250144911819,0.1148462482055868,0.099355293564041,0.0841313920747108,53.84622262389676,100.0
1/15/1987,0.1351446062326431,0.1383494127873228,0.128200248918372,0.128200248918372,117014400,0.054168057109694,80.54074538572941,2.558000440708912,0.4448644187289753,0.3108782546562927,6.7193442931095895,0.0101491638689507,0.0364200629440412,1668844800,0.0030416646049832,91.66719864883233,-8.332801351167694,0.1199208401571673,0.1175169434509352,0.1008243228862292,0.0841313920747108,61.32603514136503,100.0
1/16/1987,0.1319397538900375,0.1351445499401962,0.129268463925081,0.1351445499401962,65433600,-0.0237142452958029,76.67886271368495,1.3675213675213675,0.466422430229955,0.2931917807508929,6.872651717038351,0.0058760860151151,0.0399075418599455,1603411200,0.0029224042249307,83.33427824470954,-16.66572175529046,0.122858597317778,0.1175169434509352,0.101091383054643,0.0841313920747108,52.08389543407864,100.0
1/19/1987,0.1367470175027847,0.1367470175027847,0.1292685209915498,0.1319398121357659,88243200,0.0364352931623148,85.73595850103627,1.7092491353341517,0.4723341083426482,0.2673274942697469,7.173053903997108,0.0074784965112348,0.0396209413213201,1691654400,0.0030832377656353,95.83362010645966,-4.16637989354034,0.1239268608171581,0.1175169434509352,0.1010913795145171,0.0841313920747108,69.07163513228464,100.0
1/20/1987,0.138883575797081,0.1420889972695968,0.136212898621881,0.136747037724766,95760000,0.0156241674101065,85.8984714631341,1.7870579382994731,0.4713479344287657,0.2682931243515444,7.427875552338886,0.0058760986477158,0.0406596701307795,1787414400,0.0032577715524639,92.1042372308294,-7.895762769170598,0.1290017684093927,0.1193867356920722,0.1012249074615213,0.0841313920747108,69.69643773177246,100.0
1/21/1987,0.1447596549987793,0.1484986009447111,0.136212888952206,0.1388835659378162,108489600,0.042309388766629,86.84472901566762,1.8674863049351809,0.4805751651426722,0.2546294430823625,7.839139407276633,0.012285711992505,0.0437535532396829,1895904000,0.0034555065223837,92.04586770742688,-7.954132292573131,0.1335419198013667,0.1225915375296294,0.1009578618881024,0.0841313920747108,72.22189145952508,100.0
1/22/1987,0.1591825038194656,0.159716633662957,0.1404865746859985,0.1447596409427628,116035200,0.0996330698688661,90.76595253689268,1.850456988012676,0.5622858499652374,0.336327884388772,8.775603463565849,0.0192300589769584,0.0472197767098327,2011939200,0.0036669942297919,99.08263519392504,-0.9173648060749526,0.1412877435742531,0.1292688204720881,0.0997558829556281,0.084398459258746,80.45075706291958,100.0
