Date,Close,High,Low,Open,Volume,Return,RSI,Volume Ratio,Volatility Ratio,Momentum Ratio,% MACD,TR,ATR,OBV,Balance
12/27/2010,89.08476257324219,89.11574876471589,88.63538595206437,88.6818711504141,71800,0.0007486426513074,85.5063549344247,0.9746496080361082,0.0995774226292699,1.3160629272460938,0.7008822918659909,0.4803628126515207,0.5389309804749404,0,100.0
12/28/2010,89.177734375,89.27071068430351,88.94530246845012,89.27071068430351,56650,0.0010436330419736,85.74506621293676,0.7634770889487871,0.0988200197794539,1.3627548217773438,0.7284175015234987,0.3254082158533862,0.497168715757755,56650,100.0
12/29/2010,89.25520324707031,89.44115584811419,89.25520324707031,89.34817954759225,53600,0.0008687019536126,84.54869208735204,0.741534949676616,0.0920022311888679,1.3939743041992188,0.7484470756248488,0.1859526010438799,0.4674812445598978,110250,100.0
12/30/2010,89.1157455444336,89.30169815339121,89.00727614477779,89.19322875373541,78900,-0.0015624601991066,79.32587805530622,1.0582081545064377,0.0594518681711039,1.6401290893554688,0.7431433137427418,0.2944220086134237,0.4510508892998938,31350,100.0
12/31/2010,89.2087173461914,89.2087173461914,88.85231706372001,88.99177855782956,145750,0.0010432702009035,76.04961497660835,1.8492672714584788,0.0436039453616501,1.2240829467773438,0.7387291941904575,0.3564002824713981,0.4401491570225693,177100,100.0
1/3/2011,90.04547119140625,90.38637832224128,89.79754034474558,89.82853243947037,119200,0.0093797318256203,81.32337373063856,1.577345507476512,0.0516135092349928,1.9374313354492188,0.8008272990380083,0.5888379774957002,0.4480533274922403,296300,100.0
1/4/2011,89.968017578125,90.30891888750358,89.48764885022622,90.30891888750358,108350,-0.0008601611192261,79.35506816270379,1.393031627667781,0.0513153441033889,1.6748580932617188,0.8332289604859852,0.8212700372773583,0.4681529522472547,187950,100.0
1/5/2011,90.44837188720705,90.4948629927205,89.65809402714203,89.76656342144236,717750,0.0053391674287466,90.40702573208512,6.632476263081295,0.0522988740734497,1.6153640747070457,0.8911649369468421,0.8367689655784716,0.4750362324760096,905700,100.0
1/6/2011,90.29341888427734,90.58783497238612,90.04548799135975,90.52585077137203,72450,-0.0017131651979641,84.77033118865303,0.6684350132625995,0.0535564128556426,1.1364669799804688,0.9125223945975588,0.5423469810263697,0.4564821130212755,833250,100.0
1/7/2011,90.10748291015624,90.54136054658468,89.47215955204058,90.41739212981116,82250,-0.0020592417079631,79.61951129692041,0.7493793134865498,0.0548763258515388,1.089363098144517,0.9024512362702928,1.0692009945441043,0.5042072254460734,751000,100.0
1/10/2011,90.02997589111328,90.09196008311208,89.47213589653788,89.78204503425603,124500,-0.00086016184827,76.59459491209465,1.1087856792982145,0.0529735107395192,0.9452133178710938,0.8774579275058072,0.6198241865742062,0.5055105836621142,626500,100.0
1/11/2011,90.32443237304688,90.52587220733422,89.96803199953062,90.38641658873844,131700,0.0032706493478318,74.63434146909061,1.145043145608277,0.0533515965956655,1.146697998046875,0.8736171773950104,0.5578402078035936,0.5167095093555351,758200,100.0
1/12/2011,91.13018035888672,91.20765764820376,90.72728899661683,90.89774257979732,107350,0.0089205983881752,78.04468849496367,0.9143757586082067,0.0594671144023828,1.8749771118164065,0.9308767141470976,0.4803686515869287,0.5311892786320759,865550,100.0
1/13/2011,91.00621795654295,91.2231567453636,90.77378607329456,91.17667155094163,96050,-0.0013602782509105,78.43838629770651,0.8002499479275151,0.0561418873243269,1.8904724121093608,0.9540448677112118,0.4493706720690369,0.5434553281849556,769500,100.0
1/14/2011,91.65701293945312,91.68799911908124,90.85123631297384,90.88222840373884,193400,0.0071511045895888,81.47691471889856,1.5268621955552046,0.0575300456872011,2.4482955932617188,1.0175683832769868,0.8367628061074015,0.5689124705746613,962900,100.0
1/18/2011,91.81200408935548,91.87398829559976,91.45560377015966,91.62605738176184,194900,0.0016909906283408,81.73713916231085,1.4604447275247747,0.0574959058486114,1.766532897949233,1.068731021171767,0.4183845254401035,0.5755536355451412,1157800,100.0
1/19/2011,90.8977508544922,91.81199713839176,90.66531305424328,91.7655119427975,111950,-0.0099578834372626,66.69615726704751,0.8266873430807857,0.0716047901028836,0.9297332763672016,1.017536100534544,1.1466840841484751,0.6441773129097551,1045850,100.0
1/20/2011,90.789306640625,90.94426127634664,90.12299106696918,90.7118293227642,103450,-0.0011930351724629,67.14578284826916,0.756310200500795,0.069990871418955,0.3409347534179545,0.9564758757544568,0.8212702093774595,0.6818093272500434,942400,100.0
1/21/2011,90.99073791503906,91.53308496489213,90.89776160171876,91.347138249391,117950,0.0022186673945137,67.83567775758155,0.8592711311854591,0.0694831687862026,0.6973190307617188,0.9151563648759816,0.6353233631733701,0.7017324044430414,1060350,100.0
1/24/2011,91.54854583740234,91.5795320177954,90.94420891927096,90.95970792060452,455900,0.0061303813458917,65.85346452218887,2.9002655979133865,0.0710314228424592,1.441062927246108,0.920525509907402,0.635323098524438,0.7050527702308084,1516250,100.0
1/25/2011,91.517578125,91.57955641343338,90.80477165219914,91.26964723785058,226550,-0.0003382654756455,66.5118222349097,1.3736130479597406,0.0712704199526673,1.4876022338867188,0.9114920655503462,0.774784761234244,0.7017323933705859,1289700,100.0
1/26/2011,91.99794006347656,92.15290056100794,91.610547686356,91.76550818388736,109250,0.0052488488913076,66.45378321452277,0.6520052518500835,0.0725759266246835,1.6735076904296875,0.9353239256937932,0.5423528746519395,0.6807026725901194,1398950,100.0
1/27/2011,92.12190246582033,92.276857042128,91.7964943088912,91.95144888519891,297250,0.0013474475869592,69.52732128620079,1.6537546768293532,0.0725346399272943,0.991722106933608,0.9538252534137296,0.4803627332368023,0.6762752263194359,1696200,100.0
1/28/2011,90.49488067626952,92.36985875686472,90.40190435821282,92.26138934136846,891400,-0.017661617335296,53.42052818302895,4.045061091131859,0.0993680703978784,-0.5113372802734375,0.8175393122397244,1.967954398651898,0.7404718980414212,804800,100.0
1/31/2011,91.19216918945312,91.26965239886889,90.60333699363824,90.82027579326888,140550,0.0077052813150617,58.877202701099016,0.6385516168235975,0.1023647661632122,-0.46484375,0.7614483171235276,0.6663154052306481,0.7437926993740243,945350,100.0
2/1/2011,92.6177749633789,92.80372165877844,91.71902176519328,91.79650497348705,147400,0.0156329845709017,64.75046018394895,0.6654101820397937,0.1110915944823264,0.8057708740234233,0.8315859396301701,1.0846998935851673,0.7814255340727081,1092750,100.0
