Date,Close,High,Low,Open,Volume,Return,RSI,Volume Ratio,Volatility Ratio,Momentum Ratio,% MACD,TR,ATR,OBV,OBV Ratio,Stochastic,Williams %R,Tenkan-Sen,Kijun-Sen,Senkou Span A,Senkou Span B,CMO,Balance
3/31/2011,1.850000023841858,1.914000034332276,1.7666670083999634,1.7699999809265137,172767000,0.1703919938435529,72.56061543013382,7.639470175834234,0.6651604916037709,0.2165714625714912,0.6953732252036776,0.1473330259323126,0.0317374845781613,242040000,0.0006872975726168,86.16715432507823,-13.832845674921778,1.6826665401458745,1.6736665368080144,1.5558329820632937,1.8010000586509705,61.307864468897485,100.0
4/1/2011,1.7773330211639404,1.878666996955872,1.7713329792022705,1.830000042915344,42972000,-0.0392794604007686,71.49144470856683,1.8225019959857625,0.6817244722460367,0.1611494089055709,1.5408775173760998,0.1073340177536015,0.0352053098031964,199068000,0.0005652741414051,70.4610407479054,-29.53895925209461,1.6826665401458745,1.6826665401458745,1.5533329844474792,1.8010000586509705,40.45066990440361,100.0
4/4/2011,1.722000002861023,1.7999999523162842,1.6820000410079956,1.7886669635772705,39139500,-0.0311326114149845,67.98758147256747,1.6301095152715392,0.6930655649922696,0.1363838434933312,1.9047840278891792,0.1179999113082885,0.0380233871536474,159928500,0.0004541334896804,58.50146297523496,-41.49853702476504,1.6826665401458745,1.6826665401458745,1.5533329844474792,1.7989999651908877,32.142837898706375,100.0
4/5/2011,1.7799999713897705,1.7999999523162842,1.7126669883728027,1.726667046546936,47713500,0.0336817470571331,71.6463333172657,1.8824789612603123,0.6994930499319258,0.2032449215503066,2.4295942413603626,0.0873329639434814,0.038790842170017,207642000,0.0005896208997409,71.03747051118064,-28.96252948881936,1.6896665096282963,1.6826665401458745,1.5533329844474792,1.7989999651908877,40.00004424261618,100.0
4/6/2011,1.7660000324249268,1.8006670475006104,1.7200000286102295,1.7993329763412476,19324500,-0.0078651343763298,70.34011003420453,0.7543115436072638,0.7009160726060153,0.1927057456744709,2.738344625957567,0.0806670188903808,0.040230858688547,188317500,0.0005347469865777,68.01154920780833,-31.98845079219167,1.7036665081977849,1.6826665401458745,1.5533329844474792,1.7989999651908877,37.1716397058279,100.0
4/7/2011,1.815999984741211,1.8626669645309448,1.7633329629898071,1.7899999618530271,42154500,0.0283125432606183,71.84246912466268,1.5633796548693244,0.6944628985486515,0.2198832720844366,3.1649669392469417,0.0993340015411377,0.0412471975688807,230472000,0.0006544490421259,78.81844781367899,-21.181552186321024,1.7086665034294133,1.6826665401458745,1.5533329844474792,1.7989999651908877,40.7618249971773,100.0
4/8/2011,1.7660000324249268,1.840000033378601,1.7573330402374268,1.838667035102844,29196000,-0.0275330136213681,69.02513756763977,1.0530416152697526,0.7052422481015762,0.1643953634146772,3.23520099642162,0.0826669931411743,0.0443834199997003,201276000,0.0005715439853992,68.01154920780833,-31.98845079219167,1.7240000367164616,1.6826665401458745,1.5416665077209473,1.7989999651908877,34.11982252961346,100.0
4/11/2011,1.6846669912338257,1.7686669826507568,1.6679999828338623,1.76466703414917,20541000,-0.0460549488662359,65.74303334335826,0.7368188837414515,0.7154114946908497,0.0868819632647718,2.8947866030179905,0.1006669998168945,0.0483635091182099,180735000,0.0005132156948723,50.43237385381369,-49.56762614618631,1.7240000367164616,1.6826665401458745,1.544999748468399,1.7989999651908877,26.32487415774024,100.0
4/12/2011,1.6433329582214355,1.6806670427322388,1.6200000047683716,1.6720000505447388,20361000,-0.0245354323599097,62.40561134638455,0.7296045064123926,0.720461668693357,0.0305179712456481,2.40955664192102,0.0606670379638671,0.0507680285628148,160374000,0.0004553985329319,39.67306570250695,-60.326934297493054,1.767000019550324,1.6826665401458745,1.5518330037593842,1.7989999651908877,19.837317080936003,100.0
4/13/2011,1.6619999408721924,1.7126669883728027,1.6540000438690186,1.675333023071289,18172500,0.0113592212444639,62.85477492102287,0.6504523368500175,0.7198129491705825,0.0514548105387222,2.0834893499312206,0.0586669445037841,0.0515730974810484,178546500,0.0005070012231417,40.09511985765168,-59.904880142348325,1.7493335008621218,1.6826665401458745,1.55833300948143,1.7989999651908877,20.86672221474374,100.0
4/14/2011,1.6759999990463257,1.685333013534546,1.613332986831665,1.6579999923706057,14751000,0.0084236213430828,62.06451913674948,0.5271254670104364,0.7195564736061715,-0.0940540662449235,1.8670817507134203,0.0720000267028808,0.0525060882649276,193297500,0.0005488882108036,42.04550171629274,-57.95449828370726,1.737999975681305,1.6826665401458745,1.5781664848327637,1.7863330245018003,19.51015794303004,100.0
